gene	control_1_rpkm	control_2_rpkm	control_3_rpkm	nq_1_rpkm	nq_2_rpkm	nq_2_rpkm	control_avg_rpkm	nq_avg_rpkm	total_avg_rpkm	logfc	pvalue	DEGs
si:ch211-11n16.2	0.714	0.771	0.728	0.748	0.791	0.737	0.737666666667	0.758666666667	0.748166666667	0.04	0.556520473465792	Non DEG
numbl	0.915	0.88	0.917	0.723	0.643	0.647	0.904	0.671	0.7875	-0.43	5.82186683156217e-14	Non DEG
adck4	0.347	0.355	0.409	0.34	0.416	0.349	0.370333333333	0.368333333333	0.369333333333	-0.01	0.947248074308338	Non DEG
si:dkey-114g7.4	6.109	6.393	6.886	7.792	7.878	8.099	6.46266666667	7.923	7.19283333333	0.29	1.49741654294833e-06	Non DEG
slc5a2	0.386	0.339	0.441	0.389	0.431	0.406	0.388666666667	0.408666666667	0.398666666667	0.07	0.471767213325357	Non DEG
si:dkey-260j18.2	5.478	5.504	5.321	6.275	6.793	5.907	5.43433333333	6.325	5.87966666667	0.22	0.000352579248071706	Non DEG
sars2	0.425	0.412	0.431	0.472	0.374	0.364	0.422666666667	0.403333333333	0.413	-0.07	0.46273562854714	Non DEG
p4ha3	0.281	0.251	0.266	0.301	0.274	0.303	0.266	0.292666666667	0.279333333333	0.14	0.0571102397058306	Non DEG
or129-1	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
or130-1	0	0	0	0.148	0	0	0.0	0.0493333333333	0.0246666666667	3.16	0.0425425028726665	Non DEG
si:ch211-24o8.2	0	0	0	0.088	0	0	0.0	0.0293333333333	0.0146666666667	3.16	0.0425425028726665	Non DEG
diabloa	9.323	9.72	8.654	10.524	10.001	10.468	9.23233333333	10.331	9.78166666667	0.16	0.0158923294542534	Non DEG
pvrl3a	0.499	0.463	0.46	0.504	0.438	0.447	0.474	0.463	0.4685	-0.03	0.575059387052168	Non DEG
LOC103908824	0.028	0	0.014	0.027	0.053	0.027	0.014	0.0356666666667	0.0248333333333	1.29	0.131046578734761	Non DEG
si:ch211-149e23.4	0.067	0.08	0.086	0.097	0.077	0.09	0.0776666666667	0.088	0.0828333333333	0.18	0.197293307575225	Non DEG
rrp8	3.274	3.311	3.563	2.836	2.719	2.461	3.38266666667	2.672	3.02733333333	-0.34	1.38364881662775e-06	Non DEG
med29	1.607	1.655	1.067	1.358	1.429	1.28	1.443	1.35566666667	1.39933333333	-0.09	0.443935376028134	Non DEG
c2cd3	0.532	0.565	0.569	0.651	0.658	0.563	0.555333333333	0.624	0.589666666667	0.17	0.020593743589888	Non DEG
camkk1b	0.028	0.03	0.027	0.104	0.133	0.138	0.0283333333333	0.125	0.0766666666667	2.14	5.22961402850229e-17	Upregulated
ywhag2	0.114	0.058	0.108	0.124	0.092	0.071	0.0933333333333	0.0956666666667	0.0945	0.04	0.894749913153453	Non DEG
si:ch211-105f12.2	0.02	0.013	0.014	0.007	0.007	0.013	0.0156666666667	0.009	0.0123333333333	-0.77	0.351191436640168	Non DEG
ca4b	0.093	0.14	0.174	0.092	0.082	0.172	0.135666666667	0.115333333333	0.1255	-0.23	0.293767211797856	Non DEG
dhrs11b	0.461	0.39	0.481	0.253	0.281	0.404	0.444	0.312666666667	0.378333333333	-0.51	0.0118250227653594	Non DEG
zgc:92630	0.234	0.273	0.247	0.196	0.233	0.293	0.251333333333	0.240666666667	0.246	-0.06	0.627781743655296	Non DEG
proca1	0	0	0	0.067	0.043	0.022	0.0	0.044	0.022	5.03	5.07057902830927e-05	Strongly upregulated
zgc:174895	0.346	0.301	0.214	0.382	0.549	0.434	0.287	0.455	0.371	0.67	7.15749660443933e-07	Non DEG
rab34a	0.481	0.369	0.373	0.373	0.449	0.363	0.407666666667	0.395	0.401333333333	-0.05	0.751101361929513	Non DEG
nek8	0.085	0.076	0.075	0.067	0.06	0.081	0.0786666666667	0.0693333333333	0.074	-0.19	0.259246151148653	Non DEG
traf4a	0.413	0.423	0.374	0.375	0.457	0.423	0.403333333333	0.418333333333	0.410833333333	0.05	0.447611119090556	Non DEG
LOC797963	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
tada2a	0.602	0.526	0.568	0.481	0.485	0.46	0.565333333333	0.475333333333	0.520333333333	-0.25	0.00160868565068806	Non DEG
dusp14	0.051	0.034	0.035	0.017	0.038	0.015	0.04	0.0233333333333	0.0316666666667	-0.75	0.0167268090317248	Non DEG
synrg	0.221	0.229	0.26	0.26	0.248	0.23	0.236666666667	0.246	0.241333333333	0.06	0.432695312942798	Non DEG
hnf1ba	5.51	5.419	5.361	5.436	5.165	5.007	5.43	5.20266666667	5.31633333333	-0.06	0.287922595901089	Non DEG
dynll2a	2.714	2.375	1.856	2.531	2.49	2.577	2.315	2.53266666667	2.42383333333	0.13	0.152074762842746	Non DEG
srsf1a	61.308	63.234	62.213	61.436	61.44	60.705	62.2516666667	61.1936666667	61.7226666667	-0.02	0.63798796239315	Non DEG
aldoca	0.189	0.103	0.173	0.15	0.146	0.163	0.155	0.153	0.154	-0.01	0.936192131055483	Non DEG
sgk494a	0.041	0.056	0.033	0.047	0.034	0.026	0.0433333333333	0.0356666666667	0.0395	-0.29	0.282005588344562	Non DEG
glod4	0.75	0.83	0.732	0.693	0.548	0.652	0.770666666667	0.631	0.700833333333	-0.29	0.0507078633058941	Non DEG
rnmtl1a	1.256	1.382	1.279	1.395	1.194	1.187	1.30566666667	1.25866666667	1.28216666667	-0.05	0.608720643238042	Non DEG
nxn	2.152	2.119	2.1	1.631	1.73	1.609	2.12366666667	1.65666666667	1.89016666667	-0.36	1.43909962380485e-11	Non DEG
txndc17	1.773	1.798	1.703	1.615	1.208	1.386	1.758	1.403	1.5805	-0.33	0.00266058549104833	Non DEG
p2rx8	0.206	0.155	0.193	0.217	0.2	0.21	0.184666666667	0.209	0.196833333333	0.18	0.133644080641154	Non DEG
fam222bb	6.909	7.877	7.677	7.763	7.715	8.614	7.48766666667	8.03066666667	7.75916666667	0.1	0.10560706331839	Non DEG
flot2b	0.604	0.54	0.654	0.598	0.563	0.588	0.599333333333	0.583	0.591166666667	-0.04	0.660479138836644	Non DEG
LOC110437899	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
galnt17	0.008	0	0.002	0.008	0	0.008	0.00333333333333	0.00533333333333	0.00433333333333	0.62	0.41874221897246	Non DEG
caln1	0.062	0.054	0.059	0.058	0.046	0.055	0.0583333333333	0.053	0.0556666666667	-0.14	0.164707602051788	Non DEG
tyw1	2.443	2.331	2.296	2.295	2.285	2.281	2.35666666667	2.287	2.32183333333	-0.04	0.417932134751433	Non DEG
zgc:103681	0.788	0.746	0.775	1.017	0.91	1.007	0.769666666667	0.978	0.873833333333	0.35	0.00033137819031347	Non DEG
gdpd1	6.144	6.6	7.51	6.604	6.519	7.257	6.75133333333	6.79333333333	6.77233333333	0.01	0.874687748873141	Non DEG
ypel2b	0.004	0.038	0.032	0.107	0.112	0.095	0.0246666666667	0.104666666667	0.0646666666667	2.09	1.22671504360395e-18	Upregulated
hip1	3.843	3.942	3.921	3.823	4.016	3.818	3.902	3.88566666667	3.89383333333	-0.01	0.903836094229867	Non DEG
plin2	1.391	1.37	1.428	1.58	1.443	1.384	1.39633333333	1.469	1.43266666667	0.07	0.309555390985941	Non DEG
si:ch211-24o10.6	0.04	0.055	0.039	0.028	0.042	0.039	0.0446666666667	0.0363333333333	0.0405	-0.3	0.417283704896708	Non DEG
clptm1	4.264	4.311	4.343	5.604	4.993	4.793	4.306	5.13	4.718	0.25	7.68737084592553e-06	Non DEG
mos	0.274	0.353	0.161	0.386	0.386	0.595	0.262666666667	0.455666666667	0.359166666667	0.78	0.04922832374542	Non DEG
relb	0.278	0.248	0.288	0.473	0.424	0.496	0.271333333333	0.464333333333	0.367833333333	0.77	8.77626776252978e-15	Non DEG
mrpl28	1.364	1.391	1.581	1.374	1.628	1.431	1.44533333333	1.47766666667	1.4615	0.03	0.721097483158962	Non DEG
cul5a	1.969	1.665	1.694	1.618	1.778	1.707	1.776	1.701	1.7385	-0.06	0.331244531612819	Non DEG
itgae.2	0.033	0.021	0.027	0.032	0.031	0.031	0.027	0.0313333333333	0.0291666666667	0.24	0.467115009341046	Non DEG
itgae.1	0.009	0.006	0.006	0.022	0.019	0.025	0.007	0.022	0.0145	1.7	0.00202057223178578	Slightly upregulated
LOC101884208	0	0	0	0.014	0	0.028	0.0	0.014	0.007	4.08	0.00413957199890154	Strongly upregulated
dhx40	0.832	0.824	0.988	0.854	0.835	0.724	0.881333333333	0.804333333333	0.842833333333	-0.13	0.0942583529279258	Non DEG
cltcb	3.592	3.599	3.673	3.552	3.497	3.52	3.62133333333	3.523	3.57216666667	-0.04	0.459150367960173	Non DEG
vmp1	1.802	1.713	1.701	1.955	1.864	1.947	1.73866666667	1.922	1.83033333333	0.15	0.0176094732811521	Non DEG
tubd1	0.629	0.723	0.53	0.792	0.781	0.671	0.627333333333	0.748	0.687666666667	0.25	0.034449700759817	Non DEG
rps6kb1b	6.36	5.969	6.319	5.533	5.327	5.896	6.216	5.58533333333	5.90066666667	-0.15	0.00621982954624148	Non DEG
snx19b	0.209	0.199	0.219	0.227	0.184	0.215	0.209	0.208666666667	0.208833333333	0	0.99688767780931	Non DEG
LOC100002059	0.103	0.133	0.136	0.155	0.167	0.17	0.124	0.164	0.144	0.4	0.0185306570633702	Non DEG
LOC100001991	0.033	0.042	0.05	0.04	0.037	0.051	0.0416666666667	0.0426666666667	0.0421666666667	0.03	0.891474182001621	Non DEG
si:ch211-213d14.1	0	0	0	0	0	0.492	0.0	0.164	0.082	4.29	0.00195672180327646	Strongly upregulated
si:ch211-213d14.2	0	0.017	0	0.008	0	0	0.00566666666667	0.00266666666667	0.00416666666667	-0.8	0.551906876350083	Non DEG
pou2af1	0.004	0	0.002	0.002	0	0.011	0.002	0.00433333333333	0.00316666666667	0.9	0.32358909035866	Non DEG
zgc:113279	0.168	0.253	0.185	0.272	0.205	0.342	0.202	0.273	0.2375	0.43	0.0239440798924414	Non DEG
atf5b	1.934	2.26	2.024	2.773	2.072	2.806	2.07266666667	2.55033333333	2.3115	0.3	0.00164145499128601	Non DEG
LOC407643	0.027	0.026	0.014	0.015	0.031	0.034	0.0223333333333	0.0266666666667	0.0245	0.26	0.242349093951144	Non DEG
phldb1b	1.571	1.597	1.599	1.269	1.304	1.212	1.589	1.26166666667	1.42533333333	-0.33	4.73608268705541e-10	Non DEG
arcn1b	3.257	3.147	3.192	3.412	3.442	3.569	3.19866666667	3.47433333333	3.3365	0.12	0.0587319798429134	Non DEG
cryaba	0.052	0.03	0.021	0.041	0	0.02	0.0343333333333	0.0203333333333	0.0273333333333	-0.72	0.302427648863315	Non DEG
dixdc1a	0.743	0.733	0.612	0.578	0.747	0.611	0.696	0.645333333333	0.670666666667	-0.11	0.165156240365989	Non DEG
pih1d2	0.046	0.034	0.044	0.036	0.041	0.051	0.0413333333333	0.0426666666667	0.042	0.05	0.857498380286539	Non DEG
tmprss5	0.076	0.075	0.072	0.089	0.121	0.075	0.0743333333333	0.095	0.0846666666667	0.35	0.158756554711549	Non DEG
btr16	0.073	0.089	0.121	0.111	0.081	0.068	0.0943333333333	0.0866666666667	0.0905	-0.13	0.501093405562844	Non DEG
si:ch211-247l8.10	0	0	0.04	0	0.013	0.033	0.0133333333333	0.0153333333333	0.0143333333333	0.19	0.801613100436291	Non DEG
or131-1	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
wu:fj20b03	0.072	0	0	0	0	0	0.024	0.0	0.012	-2.67	0.0942639457137009	Non DEG
or131-2	0	0.197	0.099	0	0.097	0	0.0986666666667	0.0323333333333	0.0655	-1.44	0.142988241202985	Non DEG
zbtb16b	2.25	2.251	2.26	1.363	1.355	1.324	2.25366666667	1.34733333333	1.8005	-0.74	1.1787387221959e-42	Non DEG
ncam1b	0.111	0.107	0.102	0.07	0.086	0.08	0.106666666667	0.0786666666667	0.0926666666667	-0.45	9.12993585776665e-09	Non DEG
cadm1b	0.05	0.047	0.051	0.049	0.048	0.045	0.0493333333333	0.0473333333333	0.0483333333333	-0.05	0.518857293257579	Non DEG
LOC101884281	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
arhgap32a	0.066	0.053	0.067	0.07	0.072	0.068	0.062	0.07	0.066	0.18	0.124319735513261	Non DEG
igsf9ba	0.156	0.161	0.138	0.114	0.104	0.115	0.151666666667	0.111	0.131333333333	-0.45	6.52687601591254e-08	Non DEG
si:dkey-43b14.8	0.097	0.033	0.097	0.128	0.197	0.192	0.0756666666667	0.172333333333	0.124	1.13	0.0626214159702816	Non DEG
jam3a	0.082	0.082	0.093	0.105	0.125	0.1	0.0856666666667	0.11	0.0978333333333	0.36	0.0436701548440739	Non DEG
vps26b	1.223	1.037	0.751	1.17	1.1	1.208	1.00366666667	1.15933333333	1.0815	0.21	0.0539603368521705	Non DEG
thyn1	0.623	0.273	1.074	0.784	1.164	0.69	0.656666666667	0.879333333333	0.768	0.43	0.0131379544631986	Non DEG
acad8	0.13	0.157	0.138	0.132	0.136	0.144	0.141666666667	0.137333333333	0.1395	-0.05	0.816009447147154	Non DEG
esamb	0.057	0.049	0.051	0.043	0.061	0.054	0.0523333333333	0.0526666666667	0.0525	0	0.991483932761162	Non DEG
zgc:77784	0.008	0.004	0.019	0.028	0.023	0.008	0.0103333333333	0.0196666666667	0.015	0.92	0.0320568596915791	Non DEG
lim2.3	0	0.021	0.007	0.911	0.861	0.598	0.00933333333333	0.79	0.399666666667	6.27	9.79688668385138e-89	Strongly upregulated
si:dkey-4p15.3	0.114	0.082	0.096	9.935	9.284	9.41	0.0973333333333	9.543	4.82016666667	6.61	0	Strongly upregulated
si:dkey-4p15.5	0	0.021	0	0.086	0.097	0.029	0.007	0.0706666666667	0.0388333333333	3.15	5.61267740597498e-07	Strongly upregulated
sytl2b	0.119	0.135	0.097	0.192	0.214	0.196	0.117	0.200666666667	0.158833333333	0.78	5.92708536788679e-09	Non DEG
picalmb	2.07	2.042	2.138	1.965	2.059	2.038	2.08333333333	2.02066666667	2.052	-0.04	0.43914467727589	Non DEG
zpld1b	0.03	0.035	0	0.017	0.004	0	0.0216666666667	0.007	0.0143333333333	-1.54	0.0207815615308258	Non DEG
si:ch211-229d2.5	0	0	0	0	0.03	0	0.0	0.01	0.005	3.53	0.0191974260891987	Non DEG
alcamb	33.009	31.967	32.235	29.746	28.417	28.583	32.4036666667	28.9153333333	30.6595	-0.16	0.00126012135779431	Non DEG
dyrk1ab	4.46	4.487	4.608	4.9	4.706	5.196	4.51833333333	4.934	4.72616666667	0.13	0.0364057449474422	Non DEG
prkrirb	2.634	2.709	2.682	2.466	2.368	2.479	2.675	2.43766666667	2.55633333333	-0.13	0.0704160379845095	Non DEG
map6b	0.377	0.252	0.324	0.303	0.264	0.335	0.317666666667	0.300666666667	0.309166666667	-0.08	0.565200647941259	Non DEG
zgc:112083	1.742	1.777	1.715	1.623	1.75	1.75	1.74466666667	1.70766666667	1.72616666667	-0.03	0.669445880150824	Non DEG
auts2b	4.196	4.165	4.042	3.537	3.401	3.249	4.13433333333	3.39566666667	3.765	-0.28	1.25062205622273e-06	Non DEG
med13b	1.958	1.919	1.877	1.961	1.985	1.984	1.918	1.97666666667	1.94733333333	0.04	0.430320332712896	Non DEG
exoc3l2b	0.002	0.009	0.012	0.006	0.004	0.003	0.00766666666667	0.00433333333333	0.006	-0.78	0.0694999993305791	Non DEG
ppp1r14ab	0.317	0.306	0.321	0.256	0.186	0.227	0.314666666667	0.223	0.268833333333	-0.5	2.64396881314486e-06	Non DEG
spint2	2.147	2.263	2.095	2.29	2.049	2.141	2.16833333333	2.16	2.16416666667	0	0.94592448533075	Non DEG
plekhg2	0.177	0.165	0.205	0.176	0.193	0.215	0.182333333333	0.194666666667	0.1885	0.09	0.283572833403037	Non DEG
il15l	0.262	0.281	0.219	0.304	0.245	0.335	0.254	0.294666666667	0.274333333333	0.22	0.172779772276601	Non DEG
supt5h	1.284	1.33	1.198	1.256	1.246	1.205	1.27066666667	1.23566666667	1.25316666667	-0.04	0.533571356500395	Non DEG
rnaset2l	0.054	0.078	0.018	0.035	0.026	0.123	0.05	0.0613333333333	0.0556666666667	0.28	0.547162439899184	Non DEG
cox7a1	0	0.069	0.018	0.034	0.034	0.035	0.029	0.0343333333333	0.0316666666667	0.23	0.78132846500493	Non DEG
chp2	0.227	0.266	0.14	0.269	0.192	0.192	0.211	0.217666666667	0.214333333333	0.05	0.833095226855669	Non DEG
dlc	17.324	19.609	17.621	14.417	14.766	13.932	18.1846666667	14.3716666667	16.2781666667	-0.34	5.64289085713078e-09	Non DEG
timm50	0.713	0.667	0.637	0.521	0.449	0.469	0.672333333333	0.479666666667	0.576	-0.49	1.68660631373279e-12	Non DEG
tnfaip1	1.452	1.492	1.392	1.251	1.25	1.188	1.44533333333	1.22966666667	1.3375	-0.23	0.00412058544306596	Non DEG
sgsm2	0.071	0.08	0.066	0.068	0.081	0.066	0.0723333333333	0.0716666666667	0.072	-0.01	0.893794655481589	Non DEG
tpst1	0.949	0.869	0.963	0.762	0.791	0.756	0.927	0.769666666667	0.848333333333	-0.27	6.60232359169578e-06	Non DEG
aldh3a1	0.005	0.022	0.061	0.053	0.027	0.022	0.0293333333333	0.034	0.0316666666667	0.22	0.643552756379851	Non DEG
aldh3a2a	0.236	0.253	0.174	0.147	0.125	0.177	0.221	0.149666666667	0.185333333333	-0.56	0.00604292116266397	Non DEG
ulk2	0.13	0.156	0.144	0.174	0.15	0.197	0.143333333333	0.173666666667	0.1585	0.28	0.00660476291905796	Non DEG
LOC103908848	0	0.043	0	0	0	0.043	0.0143333333333	0.0143333333333	0.0143333333333	-0.02	0.988612648247328	Non DEG
usp2a	0.148	0.138	0.159	0.374	0.31	0.366	0.148333333333	0.35	0.249166666667	1.24	3.94275205926442e-35	Slightly upregulated
tbcela	0.522	0.5	0.397	0.508	0.44	0.552	0.473	0.5	0.4865	0.08	0.62115886767027	Non DEG
LOC569025	0.367	0.347	0.548	0.518	0.402	0.517	0.420666666667	0.479	0.449833333333	0.19	0.0247865502537497	Non DEG
si:ch211-212c13.10	0.68	0.669	1.161	1.122	0.859	1.221	0.836666666667	1.06733333333	0.952	0.35	2.4999388915246e-06	Non DEG
si:dkey-52d15.2	1.11	1.44	1.094	1.17	1.125	1.144	1.21466666667	1.14633333333	1.1805	-0.08	0.217935320510248	Non DEG
a2ml	35.403	34.996	35.009	38.083	39.481	37.355	35.136	38.3063333333	36.7211666667	0.12	0.0141907940985281	Non DEG
LOC108179231	34.117	26.886	33.4	32.617	31.398	31.346	31.4676666667	31.787	31.6273333333	0.02	0.75801139163048	Non DEG
LOC100006895	20.948	21.046	22.122	19.671	21.163	22.383	21.372	21.0723333333	21.2221666667	-0.02	0.696545107829165	Non DEG
LOC101886227	0.374	0.354	0.448	0.21	0.287	0.349	0.392	0.282	0.337	-0.48	0.0246514949798973	Non DEG
si:dkey-105h12.2	0.53	0.403	0.684	0.767	0.571	0.599	0.539	0.645666666667	0.592333333333	0.26	0.00502763404686653	Non DEG
usf1	3.095	3.005	2.864	2.339	2.632	2.501	2.988	2.49066666667	2.73933333333	-0.26	0.000288580452742599	Non DEG
gkup	0.274	0.304	0.355	0.468	0.461	0.472	0.311	0.467	0.389	0.58	3.54301670124814e-06	Non DEG
ubash3bb	0.021	0.032	0.029	0.033	0.039	0.024	0.0273333333333	0.032	0.0296666666667	0.24	0.296932246223179	Non DEG
LOC101886572	0	0	0	0.03	0.03	0.047	0.0	0.0356666666667	0.0178333333333	4.29	0.00195670644733829	Strongly upregulated
LOC567650	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
sorl1	1.073	1.086	1.058	1.041	1.039	1.018	1.07233333333	1.03266666667	1.0525	-0.05	0.323285145817774	Non DEG
bco2b	0.092	0.037	0.054	0.073	0.155	0.071	0.061	0.0996666666667	0.0803333333333	0.69	0.083750413540269	Non DEG
sdhdb	1.095	0.952	1.048	1.261	1.157	1.095	1.03166666667	1.171	1.10133333333	0.18	0.0648366063390715	Non DEG
si:dkey-40g16.6	0.011	0	0	0.011	0.021	0	0.00366666666667	0.0106666666667	0.00716666666667	1.41	0.15406414079773	Non DEG
zgc:162339	1.164	1.016	0.873	1.002	0.786	0.895	1.01766666667	0.894333333333	0.956	-0.19	0.0711154858311922	Non DEG
ppp2r1bb	3.713	3.713	4.084	3.623	3.669	3.585	3.83666666667	3.62566666667	3.73116666667	-0.08	0.149471404171425	Non DEG
sik2b	1.029	1.011	0.973	0.904	0.994	0.977	1.00433333333	0.958333333333	0.981333333333	-0.07	0.266986193873244	Non DEG
laynb	0.142	0.103	0.107	0.108	0.089	0.167	0.117333333333	0.121333333333	0.119333333333	0.06	0.83924211939208	Non DEG
LOC567816	0.051	0.078	0.106	0.111	0.09	0.118	0.0783333333333	0.106333333333	0.0923333333333	0.44	0.0620237235277492	Non DEG
zgc:162608	2.328	1.771	2.229	2.124	1.856	1.966	2.10933333333	1.982	2.04566666667	-0.09	0.478707922987828	Non DEG
LOC103908849	0.033	0	0.052	0	0.05	0.051	0.0283333333333	0.0336666666667	0.031	0.23	0.695117771549811	Non DEG
si:dkey-103g5.4	0.622	0.589	0.69	0.786	0.801	0.821	0.633666666667	0.802666666667	0.718166666667	0.34	7.83393194463584e-07	Non DEG
ttc12	0.06	0.054	0.069	0.08	0.051	0.059	0.061	0.0633333333333	0.0621666666667	0.05	0.770418955208257	Non DEG
LOC101882848	0.03	0.034	0.016	0.034	0.02	0.011	0.0266666666667	0.0216666666667	0.0241666666667	-0.29	0.42380254993181	Non DEG
ankk1	1.339	1.197	0.974	1.032	0.93	0.867	1.17	0.943	1.0565	-0.31	0.000613063874524101	Non DEG
drd2a	0.029	0.039	0.035	0.03	0.026	0.02	0.0343333333333	0.0253333333333	0.0298333333333	-0.45	0.111714352078027	Non DEG
scn3b	0.036	0.052	0.037	0.029	0.016	0.016	0.0416666666667	0.0203333333333	0.031	-1.01	0.0101001942457305	Non DEG
si:ch211-286b4.4	0.039	0.045	0.051	0.042	0.035	0.032	0.045	0.0363333333333	0.0406666666667	-0.31	0.0973228306486693	Non DEG
LOC110437948	0	0	0	0	0	0.056	0.0	0.0186666666667	0.00933333333333	2.65	0.09768586952133	Non DEG
LOC110437949	0	0	0	0.053	0.053	0	0.0	0.0353333333333	0.0176666666667	3.53	0.0191973754350601	Non DEG
LOC108179232	0	0	0	0	0.016	0.016	0.0	0.0106666666667	0.00533333333333	2.65	0.0976858416306541	Non DEG
LOC100005689	0	0.007	0.014	0.035	0	0.014	0.007	0.0163333333333	0.0116666666667	1.11	0.208135395290398	Non DEG
spa17	0.172	0.141	0.157	0.177	0.2	0.179	0.156666666667	0.185333333333	0.171	0.24	0.10250247284974	Non DEG
zgc:194114	0.222	0.163	0.294	0.438	0.257	0.289	0.226333333333	0.328	0.277166666667	0.53	0.183743212202316	Non DEG
hepacama	0.081	0.084	0.075	0.112	0.175	0.125	0.08	0.137333333333	0.108666666667	0.78	0.000279269908541526	Non DEG
pde9al	0.08	0.065	0.074	0.134	0.058	0.076	0.073	0.0893333333333	0.0811666666667	0.29	0.205638888068867	Non DEG
oafa	2.092	1.874	2.002	1.801	1.771	1.676	1.98933333333	1.74933333333	1.86933333333	-0.19	0.00164834500019511	Non DEG
tmem136a	6.958	7.351	6.936	6.721	6.565	6.613	7.08166666667	6.633	6.85733333333	-0.1	0.111804340393996	Non DEG
arhgef12a	2.152	2.14	2.232	2.207	2.151	2.206	2.17466666667	2.188	2.18133333333	0.01	0.868005728562772	Non DEG
grik4	0.042	0.044	0.04	0.041	0.043	0.04	0.042	0.0413333333333	0.0416666666667	-0.02	0.754046959087189	Non DEG
ccdc153	0.14	0.174	0.147	0.087	0.157	0.145	0.153666666667	0.129666666667	0.141666666667	-0.25	0.367827205350659	Non DEG
cbl	1.553	1.577	1.55	1.613	1.584	1.51	1.56	1.569	1.5645	0.01	0.892694635230744	Non DEG
mcamb	0.249	0.27	0.27	0.304	0.32	0.292	0.263	0.305333333333	0.284166666667	0.22	0.00461493605733657	Non DEG
rnf26	7.465	6.654	7.666	8.057	7.845	8.62	7.26166666667	8.174	7.71783333333	0.17	0.0341039835846762	Non DEG
c1qtnf5	0.081	0.099	0.057	0.104	0.159	0.119	0.079	0.127333333333	0.103166666667	0.68	0.0211072065664238	Non DEG
kmt2a	5.046	5.238	5.489	5.8	5.799	5.943	5.25766666667	5.84733333333	5.5525	0.15	0.00388878632667121	Non DEG
ube4a	1.052	1.154	1.098	1.018	0.94	0.991	1.10133333333	0.983	1.04216666667	-0.16	0.0285308676052659	Non DEG
phykpl	0.813	0.734	0.868	0.711	0.754	0.52	0.805	0.661666666667	0.733333333333	-0.29	0.0152389090143132	Non DEG
pdzd3a	0.133	0.138	0.118	0.092	0.136	0.095	0.129666666667	0.107666666667	0.118666666667	-0.27	0.152760635311616	Non DEG
nlrx1	0.224	0.22	0.248	0.197	0.219	0.3	0.230666666667	0.238666666667	0.234666666667	0.05	0.710951339129458	Non DEG
abcg4b	0.039	0.025	0.012	0.018	0.034	0.019	0.0253333333333	0.0236666666667	0.0245	-0.11	0.760996281755409	Non DEG
hmbsb	0.398	0.386	0.333	0.409	0.324	0.324	0.372333333333	0.352333333333	0.362333333333	-0.08	0.554886236964463	Non DEG
si:dkey-182i3.9	0.741	0.987	0.992	0.878	0.891	1.191	0.906666666667	0.986666666667	0.946666666667	0.12	0.369908182784758	Non DEG
LOC110437746	2.241	2.092	2.586	2.25	2.361	1.974	2.30633333333	2.195	2.25066666667	-0.07	0.413106173508111	Non DEG
si:dkey-182i3.10	1.602	1.368	1.453	1.594	1.267	1.438	1.47433333333	1.433	1.45366666667	-0.04	0.642632957038573	Non DEG
si:dkey-182i3.11	0.121	0.039	0.04	0.04	0.097	0	0.0666666666667	0.0456666666667	0.0561666666667	-0.51	0.449097756243726	Non DEG
si:dkey-31m14.7	1.562	1.516	1.584	1.344	1.362	1.396	1.554	1.36733333333	1.46066666667	-0.18	0.000813529278840236	Non DEG
ckmb	0.194	0.1	0.114	0.206	0.282	0.113	0.136	0.200333333333	0.168166666667	0.54	0.1146435880399	Non DEG
klc3	0.076	0.088	0.063	0.058	0.08	0.075	0.0756666666667	0.071	0.0733333333333	-0.09	0.659489766655387	Non DEG
ercc2	1.86	1.708	1.71	2.008	1.969	1.79	1.75933333333	1.92233333333	1.84083333333	0.13	0.0841332354881593	Non DEG
zgc:154093	0.194	0.128	0.121	0.084	0.089	0.119	0.147666666667	0.0973333333333	0.1225	-0.59	0.0480901949727379	Non DEG
zc3h4	4.778	4.79	5.015	5.663	5.602	5.269	4.861	5.51133333333	5.18616666667	0.18	0.0024742281982632	Non DEG
sae1	5.816	5.864	6.194	5.735	5.51	5.787	5.958	5.67733333333	5.81766666667	-0.07	0.220379147137516	Non DEG
bbc3	0.071	0.096	0.165	0.98	0.93	1.088	0.110666666667	0.999333333333	0.555	3.18	8.06054815721686e-146	Strongly upregulated
rad1	1.648	2.068	1.543	1.764	1.577	1.659	1.753	1.66666666667	1.70983333333	-0.07	0.524269074569134	Non DEG
ift20	1.378	1.673	1.306	1.657	1.447	1.499	1.45233333333	1.53433333333	1.49333333333	0.08	0.436376514861906	Non DEG
tmem97	1.182	1.249	1.248	0.968	1.368	1.603	1.22633333333	1.313	1.26966666667	0.1	0.447295037029743	Non DEG
